               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,             0.10273,            0.076959,            0.054696,                   0,                   0,                   0,                   0,                   0,            0.014638,                   0,            0.057165,           0.0041649,           0.0041649
                  24,             0.10675,            0.063836,            0.054301,                   0,                   0,                   0,                   0,                   0,            0.014627,                   0,            0.055318,           0.0043179,           0.0043179
                  25,             0.10421,            0.073446,            0.054612,                   0,                   0,                   0,                   0,                   0,            0.014627,                   0,            0.053469,           0.0044689,           0.0044689
                  26,             0.10601,            0.079601,            0.054585,                   0,                   0,                   0,                   0,                   0,            0.014627,                   0,            0.051618,           0.0046179,           0.0046179
                  27,             0.10566,            0.085009,            0.052941,                   0,                   0,                   0,                   0,                   0,            0.014627,                   0,            0.049765,           0.0047649,           0.0047649
                  28,             0.11061,            0.082718,            0.054653,                   0,                   0,                   0,                   0,                   0,            0.014627,                   0,             0.04791,             0.00491,             0.00491
                  29,             0.10726,            0.095799,             0.05454,                   0,                   0,                   0,                   0,                   0,            0.013384,                   0,            0.046053,           0.0050531,           0.0050531
                  30,             0.10102,             0.07732,            0.052559,                   0,                   0,                   0,                   0,                   0,            0.013384,                   0,            0.044194,           0.0051941,           0.0051941
                  31,             0.10036,            0.073895,            0.052999,                   0,                   0,                   0,                   0,                   0,            0.013384,                   0,            0.042333,           0.0053333,           0.0053333
                  32,              0.1024,            0.094989,            0.052049,                   0,                   0,                   0,                   0,                   0,            0.013384,                   0,             0.04047,           0.0054704,           0.0054704
                  33,            0.093148,            0.054764,            0.053075,                   0,                   0,                   0,                   0,                   0,            0.013384,                   0,            0.038606,           0.0056056,           0.0056056
                  34,             0.10487,             0.08944,            0.051921,                   0,                   0,                   0,                   0,                   0,            0.013384,                   0,            0.036739,           0.0057387,           0.0057387
                  35,             0.10068,            0.083945,            0.052208,                   0,                   0,                   0,                   0,                   0,            0.012743,                   0,             0.03487,           0.0058699,           0.0058699
                  36,            0.096569,            0.078851,            0.050508,                   0,                   0,                   0,                   0,                   0,            0.012743,                   0,            0.032999,           0.0059991,           0.0059991
                  37,             0.10148,            0.078834,            0.050801,                   0,                   0,                   0,                   0,                   0,            0.012743,                   0,            0.031126,           0.0061264,           0.0061264
                  38,             0.10132,            0.072024,            0.052182,                   0,                   0,                   0,                   0,                   0,            0.012743,                   0,            0.029252,           0.0062516,           0.0062516
                  39,             0.10058,            0.085216,            0.052904,                   0,                   0,                   0,                   0,                   0,            0.012743,                   0,            0.027375,           0.0063749,           0.0063749
                  40,            0.094556,            0.077237,            0.052455,                   0,                   0,                   0,                   0,                   0,            0.012743,                   0,            0.025496,           0.0064962,           0.0064962
                  41,            0.097163,            0.088115,            0.050744,                   0,                   0,                   0,                   0,                   0,            0.012743,                   0,            0.023616,           0.0066155,           0.0066155
                  42,             0.10119,            0.092483,              0.0521,                   0,                   0,                   0,                   0,                   0,            0.012149,                   0,            0.021733,           0.0067329,           0.0067329
                  43,             0.10154,             0.10752,            0.051207,                   0,                   0,                   0,                   0,                   0,            0.012149,                   0,            0.019848,           0.0068482,           0.0068482
                  44,             0.10107,             0.10102,            0.050757,                   0,                   0,                   0,                   0,                   0,            0.012149,                   0,            0.017962,           0.0069616,           0.0069616
                  45,            0.099403,            0.076856,            0.050071,                   0,                   0,                   0,                   0,                   0,            0.012149,                   0,            0.016073,            0.007073,            0.007073
                  46,            0.096918,             0.10437,            0.050494,                   0,                   0,                   0,                   0,                   0,            0.012149,                   0,            0.014182,           0.0071824,           0.0071824
                  47,            0.097063,            0.060867,            0.052798,                   0,                   0,                   0,                   0,                   0,            0.012149,                   0,             0.01229,           0.0072898,           0.0072898
                  48,            0.097137,            0.079602,            0.049025,                   0,                   0,                   0,                   0,                   0,            0.012149,                   0,            0.010395,           0.0073953,           0.0073953
                  49,            0.094942,            0.066487,            0.050435,                   0,                   0,                   0,                   0,                   0,            0.012149,                   0,           0.0084988,           0.0074988,           0.0074988
                  50,            0.099197,            0.092782,            0.050304,                   0,                   0,                   0,                   0,                   0,            0.010267,                   0,            0.007525,            0.007525,            0.007525
                  51,            0.083794,            0.065352,            0.048388,                   0,                   0,                   0,                   0,                   0,            0.010267,                   0,            0.007525,            0.007525,            0.007525
                  52,            0.090628,             0.08811,            0.050352,                   0,                   0,                   0,                   0,                   0,            0.010267,                   0,           0.0074755,           0.0074755,           0.0074755
                  53,            0.089773,            0.082057,            0.051264,                   0,                   0,                   0,                   0,                   0,            0.010267,                   0,            0.007426,            0.007426,            0.007426
                  54,             0.09279,            0.086701,            0.048987,                   0,                   0,                   0,                   0,                   0,            0.010267,                   0,           0.0073765,           0.0073765,           0.0073765
                  55,            0.085162,            0.072179,            0.048389,                   0,                   0,                   0,                   0,                   0,            0.010267,                   0,            0.007327,            0.007327,            0.007327
                  56,            0.090554,            0.070529,            0.051663,                   0,                   0,                   0,                   0,                   0,            0.010267,                   0,           0.0072775,           0.0072775,           0.0072775
                  57,            0.094744,            0.097361,            0.049575,                   0,                   0,                   0,                   0,                   0,            0.010267,                   0,            0.007228,            0.007228,            0.007228
                  58,             0.08844,             0.07921,            0.048665,                   0,                   0,                   0,                   0,                   0,            0.010767,                   0,           0.0071785,           0.0071785,           0.0071785
                  59,            0.087886,            0.083311,            0.048565,                   0,                   0,                   0,                   0,                   0,            0.010767,                   0,            0.007129,            0.007129,            0.007129
                  60,            0.088474,            0.089929,            0.048778,                   0,                   0,                   0,                   0,                   0,            0.010767,                   0,           0.0070795,           0.0070795,           0.0070795
                  61,            0.090218,            0.083008,            0.046549,                   0,                   0,                   0,                   0,                   0,            0.010767,                   0,             0.00703,             0.00703,             0.00703
                  62,            0.093537,             0.10489,            0.048228,                   0,                   0,                   0,                   0,                   0,            0.010767,                   0,           0.0069805,           0.0069805,           0.0069805
                  63,            0.090707,            0.070567,            0.048602,                   0,                   0,                   0,                   0,                   0,            0.010767,                   0,            0.006931,            0.006931,            0.006931
                  64,             0.09423,             0.10322,            0.048453,                   0,                   0,                   0,                   0,                   0,            0.010767,                   0,           0.0068815,           0.0068815,           0.0068815
                  65,            0.089678,            0.074374,            0.046881,                   0,                   0,                   0,                   0,                   0,            0.010767,                   0,            0.006832,            0.006832,            0.006832
                  66,            0.085566,            0.082298,            0.047056,                   0,                   0,                   0,                   0,                   0,              0.0115,                   0,           0.0067825,           0.0067825,           0.0067825
                  67,            0.083075,            0.068117,             0.04735,                   0,                   0,                   0,                   0,                   0,              0.0115,                   0,            0.006733,            0.006733,            0.006733
                  68,            0.086028,            0.081385,            0.045193,                   0,                   0,                   0,                   0,                   0,              0.0115,                   0,           0.0066835,           0.0066835,           0.0066835
                  69,            0.089226,            0.080542,             0.04655,                   0,                   0,                   0,                   0,                   0,              0.0115,                   0,            0.006634,            0.006634,            0.006634
                  70,            0.081542,            0.083699,            0.046754,                   0,                   0,                   0,                   0,                   0,              0.0115,                   0,           0.0065845,           0.0065845,           0.0065845
                  71,            0.085321,            0.075337,            0.046041,                   0,                   0,                   0,                   0,                   0,              0.0115,                   0,            0.006535,            0.006535,            0.006535
                  72,            0.079396,            0.064202,            0.046253,                   0,                   0,                   0,                   0,                   0,              0.0115,                   0,           0.0064855,           0.0064855,           0.0064855
                  73,            0.088524,            0.098103,            0.047086,                   0,                   0,                   0,                   0,                   0,              0.0115,                   0,            0.006436,            0.006436,            0.006436
                  74,            0.084801,            0.070698,            0.047404,                   0,                   0,                   0,                   0,                   0,            0.014339,                   0,           0.0063865,           0.0063865,           0.0063865
                  75,            0.080982,            0.080869,             0.04527,                   0,                   0,                   0,                   0,                   0,            0.014339,                   0,            0.006337,            0.006337,            0.006337
                  76,             0.08422,            0.079061,            0.046304,                   0,                   0,                   0,                   0,                   0,            0.014339,                   0,           0.0062875,           0.0062875,           0.0062875
                  77,            0.086016,             0.06707,            0.048715,                   0,                   0,                   0,                   0,                   0,            0.014339,                   0,            0.006238,            0.006238,            0.006238
                  78,            0.082048,            0.093085,            0.043985,                   0,                   0,                   0,                   0,                   0,            0.014339,                   0,           0.0061885,           0.0061885,           0.0061885
