               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 187,            0.063882,            0.072882,             0.03571,              0.2614,             0.69535,             0.59718,             0.26545,            0.058089,            0.044474,             0.03924,            0.000793,            0.000793,            0.000793
                 188,             0.07022,             0.08786,            0.039965,              0.2614,             0.69535,             0.59718,             0.26545,            0.058089,            0.044474,             0.03924,           0.0007435,           0.0007435,           0.0007435
                 189,            0.071192,            0.079613,            0.041444,              0.2614,             0.69535,             0.59718,             0.26545,            0.058089,            0.044474,             0.03924,            0.000694,            0.000694,            0.000694
                 190,            0.064149,            0.075128,            0.038151,              0.2614,             0.69535,             0.59718,             0.26545,            0.058089,            0.044474,             0.03924,           0.0006445,           0.0006445,           0.0006445
                 191,            0.068186,            0.073141,            0.040431,              0.2614,             0.69535,             0.59718,             0.26545,            0.058089,            0.044474,             0.03924,            0.000595,            0.000595,            0.000595
                 192,            0.065969,            0.075281,            0.039819,              0.2614,             0.69535,             0.59718,             0.26545,            0.058089,            0.044474,             0.03924,           0.0005455,           0.0005455,           0.0005455
                 193,            0.062071,            0.047492,            0.037416,              0.2614,             0.69535,             0.59718,             0.26545,            0.058089,            0.044474,             0.03924,            0.000496,            0.000496,            0.000496
                 194,            0.064661,            0.069671,            0.036026,             0.28978,             0.69444,             0.54927,             0.23501,             0.05787,            0.044035,            0.039212,           0.0004465,           0.0004465,           0.0004465
                 195,            0.069433,            0.075371,            0.039769,             0.28978,             0.69444,             0.54927,             0.23501,             0.05787,            0.044035,            0.039212,            0.000397,            0.000397,            0.000397
                 196,            0.062952,            0.067786,            0.037287,             0.28978,             0.69444,             0.54927,             0.23501,             0.05787,            0.044035,            0.039212,           0.0003475,           0.0003475,           0.0003475
                 197,            0.071378,            0.085877,            0.039445,             0.28978,             0.69444,             0.54927,             0.23501,             0.05787,            0.044035,            0.039212,            0.000298,            0.000298,            0.000298
                 198,            0.066281,            0.060508,             0.03988,             0.28978,             0.69444,             0.54927,             0.23501,             0.05787,            0.044035,            0.039212,           0.0002485,           0.0002485,           0.0002485
                 199,            0.065886,             0.08617,            0.039167,             0.28978,             0.69444,             0.54927,             0.23501,             0.05787,            0.044035,            0.039212,            0.000199,            0.000199,            0.000199
